rentPerMonth,latitude,longitude,propertyType,Date,neighberhood
0.1041,34.02348673963461,-6.840735651448266,MONTHLY,2024-11-05 18:05:52.379793,Hassan
0.1049,34.02341609465835,-6.845310352095127,MONTHLY,2024-10-21 18:05:52.379793,Hassan
0.1034,34.02320896709684,-6.84057827371294,MONTHLY,2024-10-06 18:05:52.379793,Hassan
0.1034,34.023667878183296,-6.83957012233981,MONTHLY,2024-09-21 18:05:52.379793,Hassan
0.0995,34.02211388638307,-6.837192082522681,MONTHLY,2024-09-06 18:05:52.379793,Hassan
0.1025,34.02065299075602,-6.842145063668871,MONTHLY,2024-08-22 18:05:52.379793,Hassan
0.1009,34.0242046953651,-6.840865218561096,MONTHLY,2024-08-07 18:05:52.379793,Hassan
0.1013,34.02400787460886,-6.839044491801133,MONTHLY,2024-07-23 18:05:52.379793,Hassan
0.1018,34.02285058158478,-6.84084299644068,MONTHLY,2024-07-08 18:05:52.379793,Hassan
0.1026,34.02398523970011,-6.838465406322587,MONTHLY,2024-06-23 18:05:52.379793,Hassan
0.1002,34.02244932778809,-6.838453718288221,MONTHLY,2024-06-08 18:05:52.379793,Hassan
0.1007,34.02676803143787,-6.8371895893882435,MONTHLY,2024-05-24 18:05:52.379793,Hassan
0.1039,34.02223871836294,-6.839846210102831,MONTHLY,2024-05-09 18:05:52.379793,Hassan
0.1009,34.02584632521668,-6.836586790092643,MONTHLY,2024-04-24 18:05:52.379793,Hassan
0.1029,34.02401828869148,-6.840731078593665,MONTHLY,2024-04-09 18:05:52.379793,Hassan
0.1025,34.02155425292665,-6.838927327935235,MONTHLY,2024-03-25 18:05:52.379793,Hassan
0.1,34.02524109643193,-6.840321874753726,MONTHLY,2024-03-10 18:05:52.379793,Hassan
0.1007,34.02222897525235,-6.840713490051536,MONTHLY,2024-02-24 18:05:52.379793,Hassan
0.102,34.02608772122184,-6.838947103677331,MONTHLY,2024-02-09 18:05:52.379793,Hassan
0.1031,34.029078325432536,-6.840648981915658,MONTHLY,2024-01-25 18:05:52.379793,Hassan
0.123,34.0245197655885,-6.838436354256445,MONTHLY,2026-01-14 18:05:52.379793,Hassan
0.121,34.021359086773835,-6.838956116868766,MONTHLY,2025-12-30 18:05:52.379793,Hassan
0.1237,34.02450098570069,-6.839307103581006,MONTHLY,2025-12-15 18:05:52.379793,Hassan
0.1218,34.02446450739432,-6.839413855053403,MONTHLY,2025-11-30 18:05:52.379793,Hassan
0.1216,34.02773154902229,-6.839052334158176,MONTHLY,2025-11-15 18:05:52.379793,Hassan
0.1206,34.02531310721727,-6.841949363340454,MONTHLY,2025-10-31 18:05:52.379793,Hassan
0.1241,34.026317191158014,-6.841641364636703,MONTHLY,2025-10-16 18:05:52.379793,Hassan
0.1243,34.02482556185387,-6.838355879680011,MONTHLY,2025-10-01 18:05:52.379793,Hassan
0.1259,34.023509223767995,-6.841507472328715,MONTHLY,2025-09-16 18:05:52.379793,Hassan
0.1207,34.02236837943007,-6.840154203418828,MONTHLY,2025-09-01 18:05:52.379793,Hassan
0.1228,34.02455338159866,-6.838345633501928,MONTHLY,2025-08-17 18:05:52.379793,Hassan
0.1221,34.026907068154316,-6.840529313666476,MONTHLY,2025-08-02 18:05:52.379793,Hassan
0.1269,34.02525133469553,-6.841714315112832,MONTHLY,2025-07-18 18:05:52.379793,Hassan
0.1198,34.02496494483049,-6.840446925570651,MONTHLY,2025-07-03 18:05:52.379793,Hassan
0.123,34.024946475249145,-6.840145657825314,MONTHLY,2025-06-18 18:05:52.379793,Hassan
0.12,34.02097030555063,-6.840893029904134,MONTHLY,2025-06-03 18:05:52.379793,Hassan
0.123,34.02442818748826,-6.842491477557424,MONTHLY,2025-05-19 18:05:52.379793,Hassan
0.1216,34.024770634759456,-6.841767714872402,MONTHLY,2025-05-04 18:05:52.379793,Hassan
0.1215,34.02411641743689,-6.842285940595661,MONTHLY,2025-04-19 18:05:52.379793,Hassan
0.1217,34.025121569052736,-6.837833897513649,MONTHLY,2025-04-04 18:05:52.379793,Hassan
0.1229,34.021244661264085,-6.84187565007983,MONTHLY,2025-03-20 18:05:52.379793,Hassan
0.1218,34.02502757190182,-6.838969904627388,MONTHLY,2025-03-05 18:05:52.379793,Hassan
0.1277,34.02514178102139,-6.837728868719639,MONTHLY,2025-02-18 18:05:52.379793,Hassan
0.1223,34.025302782502614,-6.840630538489281,MONTHLY,2025-02-03 18:05:52.379793,Hassan
0.1218,34.02245434957093,-6.84047363721348,MONTHLY,2025-01-19 18:05:52.379793,Hassan
0.1195,34.024163748278774,-6.835370682866653,MONTHLY,2025-01-04 18:05:52.379793,Hassan
0.1168,34.02537252038075,-6.843225431742379,MONTHLY,2024-12-20 18:05:52.379793,Hassan
0.1192,34.02617790119393,-6.839871439961809,MONTHLY,2024-12-05 18:05:52.379793,Hassan
0.118,34.02256939258148,-6.8386408045021305,MONTHLY,2024-11-20 18:05:52.379793,Hassan
0.1185,34.02443291717916,-6.839908856320192,MONTHLY,2024-11-05 18:05:52.379793,Hassan
0.1185,34.02828788817865,-6.838732161955364,MONTHLY,2024-10-21 18:05:52.379793,Hassan
0.116,34.02437290862954,-6.841323572929537,MONTHLY,2024-10-06 18:05:52.379793,Hassan
0.121,34.022414958523136,-6.840229472882934,MONTHLY,2024-09-21 18:05:52.379793,Hassan
0.1203,34.02573151038834,-6.842400592814111,MONTHLY,2024-09-06 18:05:52.379793,Hassan
0.1186,34.02305010937768,-6.841306658465148,MONTHLY,2024-08-22 18:05:52.379793,Hassan
0.1223,34.02480996342192,-6.84252176790867,MONTHLY,2024-08-07 18:05:52.379793,Hassan
0.1206,34.02824431239403,-6.837935069478897,MONTHLY,2024-07-23 18:05:52.379793,Hassan
0.1161,34.023031531854265,-6.837466177701627,MONTHLY,2024-07-08 18:05:52.379793,Hassan
0.1175,34.02488763885629,-6.838450731893142,MONTHLY,2024-06-23 18:05:52.379793,Hassan
0.117,34.02388094928788,-6.846482534680138,MONTHLY,2024-06-08 18:05:52.379793,Hassan
0.1167,34.023494863697216,-6.8424955663639295,MONTHLY,2024-05-24 18:05:52.379793,Hassan
0.1213,34.02113971724408,-6.840880088973393,MONTHLY,2024-05-09 18:05:52.379793,Hassan
0.1185,34.026882546578136,-6.842871724302359,MONTHLY,2024-04-24 18:05:52.379793,Hassan
0.1202,34.02402046612204,-6.8419630173020956,MONTHLY,2024-04-09 18:05:52.379793,Hassan
0.1188,34.02439811939115,-6.8412004337543175,MONTHLY,2024-03-25 18:05:52.379793,Hassan
0.118,34.02322937280628,-6.839772965309497,MONTHLY,2024-03-10 18:05:52.379793,Hassan
0.1189,34.02717203363229,-6.8424756309976535,MONTHLY,2024-02-24 18:05:52.379793,Hassan
0.1214,34.020095824400954,-6.840303570190071,MONTHLY,2024-02-09 18:05:52.379793,Hassan
0.1185,34.024561983735474,-6.841245399039641,MONTHLY,2024-01-25 18:05:52.379793,Hassan
0.0973,34.02307094050271,-6.841244474329812,MONTHLY,2026-01-14 18:05:52.379793,Hassan
0.0955,34.025904022187696,-6.837094899505075,MONTHLY,2025-12-30 18:05:52.379793,Hassan
0.0964,34.02516262826807,-6.84125940171453,MONTHLY,2025-12-15 18:05:52.379793,Hassan
0.097,34.02510347402093,-6.841420255915855,MONTHLY,2025-11-30 18:05:52.379793,Hassan
0.0931,34.02155885979144,-6.841338405456362,MONTHLY,2025-11-15 18:05:52.379793,Hassan
0.0973,34.02710571955168,-6.840879035750948,MONTHLY,2025-10-31 18:05:52.379793,Hassan
0.0949,34.02452324611195,-6.839975706981853,MONTHLY,2025-10-16 18:05:52.379793,Hassan
0.0967,34.022953623812825,-6.838101714024438,MONTHLY,2025-10-01 18:05:52.379793,Hassan
0.095,34.025707949422134,-6.840542080924577,MONTHLY,2025-09-16 18:05:52.379793,Hassan
0.0943,34.02782463527968,-6.837869545834906,MONTHLY,2025-09-01 18:05:52.379793,Hassan
0.0926,34.02310645297642,-6.837590154156443,MONTHLY,2025-08-17 18:05:52.379793,Hassan
0.0933,34.02554135665905,-6.83866588779306,MONTHLY,2025-08-02 18:05:52.379793,Hassan
0.0939,34.02398236590751,-6.844180035497261,MONTHLY,2025-07-18 18:05:52.379793,Hassan
0.0973,34.023381814981605,-6.838392373897247,MONTHLY,2025-07-03 18:05:52.379793,Hassan
0.0956,34.0267157615762,-6.840866606813805,MONTHLY,2025-06-18 18:05:52.379793,Hassan
0.0949,34.02511821840523,-6.838254916817139,MONTHLY,2025-06-03 18:05:52.379793,Hassan
0.0962,34.02304523653885,-6.841328454886609,MONTHLY,2025-05-19 18:05:52.379793,Hassan
0.0964,34.01992584813006,-6.836859935438914,MONTHLY,2025-05-04 18:05:52.379793,Hassan
0.0939,34.02399087434202,-6.84136468520224,MONTHLY,2025-04-19 18:05:52.379793,Hassan
0.0942,34.02654227645196,-6.838458273797071,MONTHLY,2025-04-04 18:05:52.379793,Hassan
0.0949,34.02417774601226,-6.842891219944944,MONTHLY,2025-03-20 18:05:52.379793,Hassan
0.0929,34.02331359752674,-6.839084647091142,MONTHLY,2025-03-05 18:05:52.379793,Hassan
0.0941,34.02596700861272,-6.839052745224545,MONTHLY,2025-02-18 18:05:52.379793,Hassan
0.094,34.02855152259514,-6.8391875466299,MONTHLY,2025-02-03 18:05:52.379793,Hassan
0.0932,34.02771993401297,-6.837599176903173,MONTHLY,2025-01-19 18:05:52.379793,Hassan
0.0962,34.02377813612874,-6.838047381747038,MONTHLY,2025-01-04 18:05:52.379793,Hassan
0.0915,34.02556801282183,-6.840315447916508,MONTHLY,2024-12-20 18:05:52.379793,Hassan
0.0916,34.026065200808034,-6.843620262649992,MONTHLY,2024-12-05 18:05:52.379793,Hassan
0.0907,34.02472495291761,-6.838857304979347,MONTHLY,2024-11-20 18:05:52.379793,Hassan
0.0947,34.02548392603306,-6.837046682749141,MONTHLY,2024-11-05 18:05:52.379793,Hassan
0.0942,34.02373540111211,-6.840147222231583,MONTHLY,2024-10-21 18:05:52.379793,Hassan
0.0927,34.02459095504885,-6.8421946917371335,MONTHLY,2024-10-06 18:05:52.379793,Hassan
0.0935,34.02382717298634,-6.839448729684225,MONTHLY,2024-09-21 18:05:52.379793,Hassan
0.0933,34.01909547079737,-6.841802587637329,MONTHLY,2024-09-06 18:05:52.379793,Hassan
0.0927,34.0238890300834,-6.839481221382001,MONTHLY,2024-08-22 18:05:52.379793,Hassan
0.0932,34.02703246664587,-6.839375083037804,MONTHLY,2024-08-07 18:05:52.379793,Hassan
0.0922,34.020801753054926,-6.842737180231084,MONTHLY,2024-07-23 18:05:52.379793,Hassan
0.0933,34.026120893628224,-6.836917258006164,MONTHLY,2024-07-08 18:05:52.379793,Hassan
0.0913,34.02339227112914,-6.839515332627833,MONTHLY,2024-06-23 18:05:52.379793,Hassan
0.0952,34.024229722936425,-6.8368974742905335,MONTHLY,2024-06-08 18:05:52.379793,Hassan
0.0925,34.02630649037286,-6.837946840306896,MONTHLY,2024-05-24 18:05:52.379793,Hassan
0.0924,34.02195923350548,-6.840538188875858,MONTHLY,2024-05-09 18:05:52.379793,Hassan
0.0941,34.02575565033696,-6.840867300653543,MONTHLY,2024-04-24 18:05:52.379793,Hassan
0.0915,34.020538253792466,-6.837111322416036,MONTHLY,2024-04-09 18:05:52.379793,Hassan
0.0931,34.02372584435792,-6.839599731161653,MONTHLY,2024-03-25 18:05:52.379793,Hassan
0.0888,34.02302657100792,-6.8373311087182715,MONTHLY,2024-03-10 18:05:52.379793,Hassan
0.093,34.02466140111413,-6.84002943651727,MONTHLY,2024-02-24 18:05:52.379793,Hassan
0.0927,34.0234372297869,-6.84332938639239,MONTHLY,2024-02-09 18:05:52.379793,Hassan
0.0915,34.02480623865417,-6.837754644630404,MONTHLY,2024-01-25 18:05:52.379793,Hassan
0.0995,34.02473319649219,-6.841879759572654,MONTHLY,2026-01-14 18:05:52.379793,Hassan
0.1008,34.021881572956225,-6.8401253581945465,MONTHLY,2025-12-30 18:05:52.379793,Hassan
0.1029,34.02202854790733,-6.838991906968964,MONTHLY,2025-12-15 18:05:52.379793,Hassan
0.1005,34.02241425433547,-6.840214060719909,MONTHLY,2025-11-30 18:05:52.379793,Hassan
0.0997,34.02289270138931,-6.842395755785177,MONTHLY,2025-11-15 18:05:52.379793,Hassan
0.1041,34.024070527103945,-6.8413994510159855,MONTHLY,2025-10-31 18:05:52.379793,Hassan
0.1014,34.02377534390062,-6.840441939199066,MONTHLY,2025-10-16 18:05:52.379793,Hassan
0.1019,34.0255150154201,-6.841061002295221,MONTHLY,2025-10-01 18:05:52.379793,Hassan
0.1,34.0234498966057,-6.844603842329471,MONTHLY,2025-09-16 18:05:52.379793,Hassan
0.0985,34.02673374853489,-6.836710064572998,MONTHLY,2025-09-01 18:05:52.379793,Hassan
0.1003,34.02515311392611,-6.8393774996909125,MONTHLY,2025-08-17 18:05:52.379793,Hassan
0.1052,34.02623914982287,-6.840255835182961,MONTHLY,2025-08-02 18:05:52.379793,Hassan
0.099,34.02078710735949,-6.839593072728265,MONTHLY,2025-07-18 18:05:52.379793,Hassan
0.0992,34.0211554925808,-6.841293145768485,MONTHLY,2025-07-03 18:05:52.379793,Hassan
0.0986,34.02737428327015,-6.838236720486101,MONTHLY,2025-06-18 18:05:52.379793,Hassan
0.1001,34.02695988827778,-6.839845263384705,MONTHLY,2025-06-03 18:05:52.379793,Hassan
0.0987,34.02704624815454,-6.838922179912631,MONTHLY,2025-05-19 18:05:52.379793,Hassan
0.0984,34.02361932264383,-6.841751236506769,MONTHLY,2025-05-04 18:05:52.379793,Hassan
0.0978,34.02585235509506,-6.83618116671906,MONTHLY,2025-04-19 18:05:52.379793,Hassan
0.0976,34.02512593847338,-6.841301285138243,MONTHLY,2025-04-04 18:05:52.379793,Hassan
0.0989,34.02281521215152,-6.84172798153936,MONTHLY,2025-03-20 18:05:52.379793,Hassan
0.0996,34.022338099767175,-6.83945908634844,MONTHLY,2025-03-05 18:05:52.379793,Hassan
0.0994,34.02352210390627,-6.841815127324083,MONTHLY,2025-02-18 18:05:52.379793,Hassan
0.0985,34.025510782451654,-6.838998165624751,MONTHLY,2025-02-03 18:05:52.379793,Hassan
0.0978,34.02419866461086,-6.838497225753256,MONTHLY,2025-01-19 18:05:52.379793,Hassan
0.0967,34.02508672038476,-6.841325247517892,MONTHLY,2025-01-04 18:05:52.379793,Hassan
0.0999,34.022473481686916,-6.843609764201329,MONTHLY,2024-12-20 18:05:52.379793,Hassan
0.0965,34.024096169893326,-6.839480554996557,MONTHLY,2024-12-05 18:05:52.379793,Hassan
0.0975,34.025277184917556,-6.843323040124538,MONTHLY,2024-11-20 18:05:52.379793,Hassan
0.0986,34.02157796760048,-6.841303672215604,MONTHLY,2024-11-05 18:05:52.379793,Hassan
0.0987,34.02227917326943,-6.840769111088459,MONTHLY,2024-10-21 18:05:52.379793,Hassan
0.1,34.02284621626095,-6.838328615775869,MONTHLY,2024-10-06 18:05:52.379793,Hassan
0.0968,34.02505960835583,-6.837116862758684,MONTHLY,2024-09-21 18:05:52.379793,Hassan
0.0947,34.02240620948906,-6.838845855745639,MONTHLY,2024-09-06 18:05:52.379793,Hassan
0.0979,34.02474229174674,-6.841207970373431,MONTHLY,2024-08-22 18:05:52.379793,Hassan
0.0983,34.02368864552922,-6.83766443587668,MONTHLY,2024-08-07 18:05:52.379793,Hassan
0.0984,34.02467520532415,-6.840823753932245,MONTHLY,2024-07-23 18:05:52.379793,Hassan
0.0972,34.02313488362436,-6.839211095715243,MONTHLY,2024-07-08 18:05:52.379793,Hassan
0.0972,34.02457954971379,-6.835849198402709,MONTHLY,2024-06-23 18:05:52.379793,Hassan
0.099,34.023347952935666,-6.837597572155672,MONTHLY,2024-06-08 18:05:52.379793,Hassan
0.097,34.01992375092964,-6.842016172621834,MONTHLY,2024-05-24 18:05:52.379793,Hassan
0.0948,34.02329697303192,-6.839963163241621,MONTHLY,2024-05-09 18:05:52.379793,Hassan
0.0999,34.02465385474753,-6.8404382010576175,MONTHLY,2024-04-24 18:05:52.379793,Hassan
0.0985,34.019577729381986,-6.839528770883783,MONTHLY,2024-04-09 18:05:52.379793,Hassan
0.0983,34.02104282750844,-6.837712491913586,MONTHLY,2024-03-25 18:05:52.379793,Hassan
0.0976,34.0231694241722,-6.838734436267787,MONTHLY,2024-03-10 18:05:52.379793,Hassan
0.1003,34.02436373251012,-6.839503558827399,MONTHLY,2024-02-24 18:05:52.379793,Hassan
0.0962,34.02230031126107,-6.838339328366911,MONTHLY,2024-02-09 18:05:52.379793,Hassan
0.0956,34.02414313247444,-6.84095531489353,MONTHLY,2024-01-25 18:05:52.379793,Hassan
0.0118,34.025658277369175,-6.837426050072301,DAILY,2026-01-14 18:05:52.379793,Hassan
0.0117,34.0231451841151,-6.841105291546694,DAILY,2025-12-30 18:05:52.379793,Hassan
0.0124,34.02594711489504,-6.837228193357418,DAILY,2025-12-15 18:05:52.379793,Hassan
0.0124,34.02073556384114,-6.839438071358163,DAILY,2025-11-30 18:05:52.379793,Hassan
0.0114,34.022974171250056,-6.839658811592838,DAILY,2025-11-15 18:05:52.379793,Hassan
0.0123,34.0222183133151,-6.844649439322905,DAILY,2025-10-31 18:05:52.379793,Hassan
0.012,34.0292871431668,-6.84040569243934,DAILY,2025-10-16 18:05:52.379793,Hassan
0.0119,34.02756432723707,-6.838819450761877,DAILY,2025-10-01 18:05:52.379793,Hassan
0.012,34.02488423333063,-6.839499512134853,DAILY,2025-09-16 18:05:52.379793,Hassan
0.0113,34.021317109684404,-6.836226343775752,DAILY,2025-09-01 18:05:52.379793,Hassan
0.0149,34.02420019088516,-6.840180455328112,DAILY,2025-08-17 18:05:52.379793,Hassan
0.0152,34.029077382203475,-6.8389520946657845,DAILY,2025-08-02 18:05:52.379793,Hassan
0.0144,34.02373319828422,-6.83785800706559,DAILY,2025-07-18 18:05:52.379793,Hassan
0.0144,34.025704492978065,-6.844641474747956,DAILY,2025-07-03 18:05:52.379793,Hassan
0.0146,34.025256280026966,-6.8374597489068485,DAILY,2025-06-18 18:05:52.379793,Hassan
0.0142,34.02099446996474,-6.840521470329784,DAILY,2025-06-03 18:05:52.379793,Hassan
0.0112,34.02370192666654,-6.840013306909262,DAILY,2025-05-19 18:05:52.379793,Hassan
0.0111,34.025608878220226,-6.840314427786729,DAILY,2025-05-04 18:05:52.379793,Hassan
0.0122,34.02031018951941,-6.8420343843410905,DAILY,2025-04-19 18:05:52.379793,Hassan
0.012,34.02240177885835,-6.840329071316099,DAILY,2025-04-04 18:05:52.379793,Hassan
0.0117,34.024316511961906,-6.841355132425467,DAILY,2025-03-20 18:05:52.379793,Hassan
0.0118,34.02243491258953,-6.838651439062506,DAILY,2025-03-05 18:05:52.379793,Hassan
0.0116,34.02431007324719,-6.83486014632062,DAILY,2025-02-18 18:05:52.379793,Hassan
0.0112,34.02677716453808,-6.845318702714098,DAILY,2025-02-03 18:05:52.379793,Hassan
0.0107,34.02151871984463,-6.84235505673055,DAILY,2025-01-19 18:05:52.379793,Hassan
0.0117,34.02457968452834,-6.840509642536745,DAILY,2025-01-04 18:05:52.379793,Hassan
0.0116,34.025055529521865,-6.838333552244759,DAILY,2024-12-20 18:05:52.379793,Hassan
0.011,34.02327621805753,-6.840139179645826,DAILY,2024-12-05 18:05:52.379793,Hassan
0.0118,34.02245466571545,-6.8401784423511875,DAILY,2024-11-20 18:05:52.379793,Hassan
0.0116,34.02259105979308,-6.841456630299896,DAILY,2024-11-05 18:05:52.379793,Hassan
0.0116,34.02373930970803,-6.838999044961159,DAILY,2024-10-21 18:05:52.379793,Hassan
0.0111,34.02329863694424,-6.840458432103107,DAILY,2024-10-06 18:05:52.379793,Hassan
0.0119,34.022119172450864,-6.83953069598969,DAILY,2024-09-21 18:05:52.379793,Hassan
0.0117,34.02729279448536,-6.842014178728612,DAILY,2024-09-06 18:05:52.379793,Hassan
0.0141,34.02212528863556,-6.8433395583441365,DAILY,2024-08-22 18:05:52.379793,Hassan
0.0154,34.0215169975381,-6.84163261081811,DAILY,2024-08-07 18:05:52.379793,Hassan
0.0152,34.020493785906126,-6.838487296861425,DAILY,2024-07-23 18:05:52.379793,Hassan
0.0136,34.02649338947306,-6.844339755374081,DAILY,2024-07-08 18:05:52.379793,Hassan
0.0134,34.022910155530084,-6.838056354619654,DAILY,2024-06-23 18:05:52.379793,Hassan
0.0143,34.02332856985423,-6.837307911585071,DAILY,2024-06-08 18:05:52.379793,Hassan
0.0125,34.02534451456883,-6.841245709006202,DAILY,2024-05-24 18:05:52.379793,Hassan
0.0113,34.02142310524049,-6.839798365155492,DAILY,2024-05-09 18:05:52.379793,Hassan
0.0107,34.02510372731062,-6.83598885190872,DAILY,2024-04-24 18:05:52.379793,Hassan
0.0118,34.02306170455961,-6.838946125174736,DAILY,2024-04-09 18:05:52.379793,Hassan
0.0122,34.02714098927052,-6.842007515783126,DAILY,2024-03-25 18:05:52.379793,Hassan
0.0116,34.023683797019864,-6.838386813504172,DAILY,2024-03-10 18:05:52.379793,Hassan
0.0116,34.019260557181035,-6.840696026172593,DAILY,2024-02-24 18:05:52.379793,Hassan
0.0115,34.02113127006568,-6.838837955980268,DAILY,2024-02-09 18:05:52.379793,Hassan
0.0107,34.022403121905164,-6.837317376160599,DAILY,2024-01-25 18:05:52.379793,Hassan
0.0096,34.02210120222234,-6.834735235870325,DAILY,2026-01-14 18:05:52.379793,Hassan
0.0101,34.02436967224739,-6.841716715560362,DAILY,2025-12-30 18:05:52.379793,Hassan
0.0102,34.022848724347526,-6.839755980370709,DAILY,2025-12-15 18:05:52.379793,Hassan
0.0109,34.02380788020055,-6.837701453347428,DAILY,2025-11-30 18:05:52.379793,Hassan
0.0096,34.023930023019005,-6.836458398728729,DAILY,2025-11-15 18:05:52.379793,Hassan
0.0096,34.02762489711599,-6.838584496129089,DAILY,2025-10-31 18:05:52.379793,Hassan
0.0097,34.02526481547811,-6.838054891100747,DAILY,2025-10-16 18:05:52.379793,Hassan
0.0101,34.02085955056022,-6.8414542743516495,DAILY,2025-10-01 18:05:52.379793,Hassan
0.0098,34.023851133141804,-6.838758655804899,DAILY,2025-09-16 18:05:52.379793,Hassan
0.0099,34.02132931128258,-6.839239604297988,DAILY,2025-09-01 18:05:52.379793,Hassan
0.0126,34.02511958089586,-6.83783843854889,DAILY,2025-08-17 18:05:52.379793,Hassan
0.0127,34.02491836015846,-6.840140331422917,DAILY,2025-08-02 18:05:52.379793,Hassan
0.0115,34.02485923643827,-6.839584624625673,DAILY,2025-07-18 18:05:52.379793,Hassan
0.0124,34.02144650284836,-6.842162113080817,DAILY,2025-07-03 18:05:52.379793,Hassan
0.0128,34.023920889692285,-6.838636998605255,DAILY,2025-06-18 18:05:52.379793,Hassan
0.0123,34.024059512278995,-6.8381234323880475,DAILY,2025-06-03 18:05:52.379793,Hassan
0.0096,34.024192241553884,-6.84092455057741,DAILY,2025-05-19 18:05:52.379793,Hassan
0.0096,34.02338165575306,-6.839555732456732,DAILY,2025-05-04 18:05:52.379793,Hassan
0.0096,34.02651151225115,-6.841789214604439,DAILY,2025-04-19 18:05:52.379793,Hassan
0.0097,34.02312053788345,-6.837106044231293,DAILY,2025-04-04 18:05:52.379793,Hassan
0.0098,34.02606368907894,-6.842971120746074,DAILY,2025-03-20 18:05:52.379793,Hassan
0.0098,34.025779261591246,-6.839835432021449,DAILY,2025-03-05 18:05:52.379793,Hassan
0.0101,34.0229654230998,-6.837181305119628,DAILY,2025-02-18 18:05:52.379793,Hassan
0.0106,34.023274322879125,-6.840891005042802,DAILY,2025-02-03 18:05:52.379793,Hassan
0.0103,34.02715914429146,-6.841045720054306,DAILY,2025-01-19 18:05:52.379793,Hassan
0.0095,34.02343643078228,-6.842688901022068,DAILY,2025-01-04 18:05:52.379793,Hassan
0.0093,34.021991718466495,-6.841535595130208,DAILY,2024-12-20 18:05:52.379793,Hassan
0.0097,34.024468429465074,-6.836898999014371,DAILY,2024-12-05 18:05:52.379793,Hassan
0.0093,34.025968644796954,-6.840427977688451,DAILY,2024-11-20 18:05:52.379793,Hassan
0.0096,34.02534963898433,-6.842245444043124,DAILY,2024-11-05 18:05:52.379793,Hassan
0.0098,34.024332904416426,-6.839015097471983,DAILY,2024-10-21 18:05:52.379793,Hassan
0.0097,34.02891060027982,-6.841275479968503,DAILY,2024-10-06 18:05:52.379793,Hassan
0.0094,34.02275371894715,-6.84111095423832,DAILY,2024-09-21 18:05:52.379793,Hassan
0.0094,34.026378033062215,-6.83715899150402,DAILY,2024-09-06 18:05:52.379793,Hassan
0.0117,34.022335288853796,-6.839057168887227,DAILY,2024-08-22 18:05:52.379793,Hassan
0.0117,34.02526586363551,-6.839594153958298,DAILY,2024-08-07 18:05:52.379793,Hassan
0.0113,34.02709501040266,-6.836408244653809,DAILY,2024-07-23 18:05:52.379793,Hassan
